source-cph,source-count,source-date,target-cph,target-count,target-date,animal-type,haulier-id
70/102/6747,10,2024-02-27,66/101/0434,10,2024-02-29,BOV,H0028
43/107/6335,13,2024-01-04,44/111/0907,13,2024-01-07,CERV,H0062
62/102/8014,24,2024-01-21,68/103/5543,24,2024-01-24,OVI,H0010
20/107/0777,58,2024-03-12,21/104/7988,58,2024-03-12,OVI,H0052
59/104/6331,6,2024-04-12,57/101/7138,6,2024-04-15,BOV,H0015
18/107/6213,3,2024-05-05,21/115/0282,3,2024-05-05,BOV,H0079
19/104/6041,2,2024-08-05,45/101/7297,2,2024-08-08,BOV,H0045
45/110/2091,4,2024-02-14,46/101/1826,4,2024-02-17,BOV,H0046
43/104/0879,3,2024-06-15,44/119/3088,3,2024-06-17,BOV,H0044
20/104/4395,3,2024-12-11,18/101/5435,3,2024-12-12,BOV,H0052
47/108/1420,1,2024-06-09,59/105/3762,1,2024-06-09,BOV,H0001
20/107/0777,28,2024-01-22,44/104/6336,28,2024-01-25,CERV,H0075
20/108/0989,2,2024-04-01,45/106/0552,2,2024-04-01,BOV,H0090
59/103/9713,30,2024-11-02,59/101/6657,30,2024-11-03,OVI,H0024
47/104/3940,37,2024-12-22,86/103/1051,37,2024-12-23,OVI,H0003
58/104/2683,9,2024-10-25,57/104/4358,9,2024-10-27,BOV,H0011
21/105/0410,1,2024-10-24,62/101/3385,1,2024-10-26,BOV,H0025
43/102/2744,9,2024-03-16,44/115/0281,9,2024-03-18,BOV,H0023
19/107/2569,9,2024-11-17,44/101/1013,9,2024-11-19,BOV,H0095
19/104/6041,1,2024-11-30,19/108/4032,1,2024-11-30,BOV,H0042
93/101/2942,3,2024-02-20,83/102/4189,3,2024-02-20,POR,H0078
21/103/5444,6,2024-04-24,43/107/6335,6,2024-04-27,BOV,H0026
45/101/7297,6,2024-04-09,47/102/2370,6,2024-04-12,BOV,H0090
14/102/1127,58,2024-07-26,84/103/4695,58,2024-07-28,OVI,H0030
46/106/8960,3,2024-08-24,20/104/4395,3,2024-08-24,BOV,H0096
18/105/5476,3,2024-12-24,46/102/6489,3,2024-12-25,BOV,H0071
81/101/9177,4,2024-10-16,20/102/8452,1,2024-10-19,BOV,H0012
45/109/5841,35,2024-09-27,44/114/8427,35,2024-09-27,OVI,H0059
21/104/7988,1,2024-02-18,21/107/3753,1,2024-02-21,BOV,H0095
19/102/4665,37,2024-12-25,18/104/0164,37,2024-12-25,POR,H0008
68/101/2845,58,2024-02-12,76/102/4719,58,2024-02-15,OVI,H0078
19/108/4032,5,2024-04-18,47/107/1950,5,2024-04-21,OVI,H0037
58/106/1499,10,2024-05-11,57/102/8978,10,2024-05-13,BOV,H0006
44/112/6420,52,2024-06-30,44/115/0281,52,2024-07-01,OVI,H0095
21/111/1316,6,2024-12-05,20/106/5240,6,2024-12-08,BOV,H0049
18/110/8187,3,2024-08-28,62/102/8014,3,2024-08-30,BOV,H0055
18/113/8362,12,2024-10-24,43/104/0879,12,2024-10-25,CERV,H0053
46/107/7764,7,2024-02-03,44/103/2031,7,2024-02-03,BOV,H0072
44/117/3237,2,2024-01-14,21/114/5617,2,2024-01-15,OVI,H0056
58/101/0855,5,2024-01-02,21/114/5617,5,2024-01-02,BOV,H0084
46/106/8960,4,2024-12-19,45/110/2091,6,2024-12-22,BOV,H0086
44/117/3237,9,2024-09-08,21/114/5617,9,2024-09-11,BOV,H0007
14/105/3675,30,2024-07-16,44/111/0907,30,2024-07-17,POR,H0013
44/116/3299,10,2024-08-10,21/114/5617,7,2024-08-10,BOV,H0063
20/110/8104,39,2024-12-22,44/106/6022,39,2024-12-22,POR,H0076
43/109/2637,2,2024-07-24,57/104/4358,1,2024-07-25,BOV,H0094
58/103/4865,52,2024-09-28,43/105/5797,52,2024-09-29,POR,H0046
44/102/6848,2,2024-05-16,43/109/2637,2,2024-05-19,BOV,H0082
14/102/1127,2,2024-02-27,14/103/4165,2,2024-03-01,BOV,H0094
21/106/7308,19,2024-11-06,19/104/6041,19,2024-11-07,POR,H0048
88/101/2558,44,2024-06-06,18/101/5435,39,2024-06-07,POR,H0069
43/103/0734,10,2024-03-04,45/106/0552,10,2024-03-05,BOV,H0045
14/103/4165,2,2024-02-01,44/106/6022,2,2024-02-04,BOV,H0033
44/106/6022,10,2024-09-08,14/102/1127,10,2024-09-08,POR,H0074
18/109/4035,10,2024-04-17,44/106/6022,10,2024-04-19,BOV,H0031
81/103/1696,2,2024-10-11,78/101/8446,2,2024-10-14,BOV,H0072
45/107/0562,7,2024-09-20,43/109/2637,7,2024-09-23,BOV,H0048
44/103/2031,6,2024-12-19,43/105/5797,6,2024-12-20,BOV,H0007
19/105/6652,50,2024-09-08,21/115/0282,50,2024-09-10,POR,H0062
57/102/8978,9,2024-10-29,59/101/6657,9,2024-10-30,BOV,H0038
93/102/6243,4,2024-03-25,72/103/5366,4,2024-03-26,BOV,H0018
59/103/9713,8,2024-06-20,59/101/6657,8,2024-06-20,BOV,H0032
47/104/3940,8,2024-11-25,58/102/9234,8,2024-11-25,BOV,H0041
14/105/3675,8,2024-10-15,18/112/5805,8,2024-10-15,BOV,H0059
20/103/3608,3,2024-04-18,46/101/1826,3,2024-04-20,BOV,H0083
46/102/6489,9,2024-02-05,20/103/3608,8,2024-02-07,BOV,H0064
21/107/3753,10,2024-08-23,44/101/1013,10,2024-08-24,OVI,H0007
58/103/4865,47,2024-07-13,58/104/2683,47,2024-07-15,POR,H0058
47/105/8519,12,2024-05-11,59/103/9713,12,2024-05-12,CERV,H0026
47/108/1420,7,2024-08-23,58/101/0855,7,2024-08-23,BOV,H0067
58/102/9234,7,2024-05-19,58/101/0855,7,2024-05-20,BOV,H0100
70/103/8394,2,2024-02-04,20/109/6169,2,2024-02-04,BOV,H0039
44/115/0281,10,2024-11-14,46/104/8944,10,2024-11-15,BOV,H0045
43/104/0879,8,2024-02-24,20/103/3608,7,2024-02-24,POR,H0065
47/102/2370,27,2024-11-14,58/103/4865,27,2024-11-14,POR,H0028
79/102/7075,38,2024-08-17,58/101/0855,38,2024-08-19,OVI,H0027
59/103/9713,57,2024-02-21,47/106/2335,57,2024-02-21,OVI,H0042
65/103/7869,4,2024-07-08,80/102/5046,4,2024-07-11,BOV,H0007
47/102/2370,54,2024-12-17,47/106/2335,54,2024-12-18,OVI,H0050
18/107/6213,22,2024-08-01,20/109/6169,19,2024-08-02,OVI,H0001
86/102/6401,22,2024-07-18,20/103/3608,22,2024-07-19,OVI,H0019
80/104/9106,1,2024-02-12,82/102/9679,1,2024-02-15,POR,H0032
94/102/0130,7,2024-02-01,76/102/4719,7,2024-02-03,BOV,H0034
44/116/3299,1,2024-05-07,45/108/6808,1,2024-05-07,BOV,H0007
14/106/1194,23,2024-04-07,46/103/9340,23,2024-04-09,CERV,H0018
43/105/5797,48,2024-03-31,21/107/3753,48,2024-03-31,POR,H0022
44/112/6420,32,2024-02-04,19/104/6041,32,2024-02-07,POR,H0066
20/102/8452,28,2024-02-13,18/114/1531,28,2024-02-15,POR,H0035
45/102/5645,4,2024-07-03,45/107/0562,4,2024-07-03,BOV,H0018
47/104/3940,39,2024-02-04,58/102/9234,39,2024-02-06,CERV,H0056
81/103/1696,36,2024-11-27,76/102/4719,36,2024-11-27,OVI,H0086
19/106/0928,3,2024-12-26,43/103/0734,3,2024-12-28,BOV,H0023
65/102/1500,3,2024-10-26,87/102/8921,3,2024-10-26,BOV,H0083
74/103/3523,11,2024-11-07,81/101/9177,11,2024-11-09,POR,H0065
46/102/6489,1,2024-04-20,20/101/1631,1,2024-04-22,BOV,H0089
66/103/6491,38,2024-03-02,91/101/1280,38,2024-03-04,CERV,H0022
18/109/4035,2,2024-12-29,43/101/6105,2,2024-12-29,BOV,H0014
45/101/7297,10,2024-09-16,46/106/8960,10,2024-09-18,OVI,H0090
14/106/1194,33,2024-09-23,20/109/6169,33,2024-09-26,POR,H0052
45/108/6808,2,2024-03-16,21/108/5832,2,2024-03-19,BOV,H0024
80/102/5046,7,2024-12-08,43/103/0734,7,2024-12-10,BOV,H0078
82/103/4508,5,2024-10-22,58/103/4865,5,2024-10-22,BOV,H0041
14/105/3675,2,2024-01-14,44/103/2031,2,2024-01-14,BOV,H0013
45/106/0552,57,2024-02-22,21/103/5444,57,2024-02-24,POR,H0052
58/105/9218,4,2024-10-05,43/102/2744,4,2024-10-07,BOV,H0092
78/102/7976,5,2024-07-20,57/103/7768,5,2024-07-23,BOV,H0011
58/105/9218,11,2024-03-12,58/102/9234,11,2024-03-14,CERV,H0032
80/102/5046,11,2024-08-05,44/111/0907,11,2024-08-08,OVI,H0006
18/106/4621,3,2024-04-11,57/103/7768,3,2024-04-14,BOV,H0082
62/101/3385,46,2024-08-28,75/101/2303,46,2024-08-30,OVI,H0007
71/104/3751,32,2024-03-09,58/103/4865,32,2024-03-09,OVI,H0006
14/104/3572,5,2024-01-27,44/119/3088,5,2024-01-27,BOV,H0031
47/102/2370,24,2024-01-10,44/103/2031,24,2024-01-13,OVI,H0019
46/107/7764,3,2024-04-03,43/110/7680,3,2024-04-06,BOV,H0045
18/108/0556,9,2024-04-16,20/105/9566,9,2024-04-17,BOV,H0063
59/105/3762,49,2024-04-29,79/102/7075,49,2024-05-01,OVI,H0090
44/110/2404,7,2024-03-27,20/110/8104,7,2024-03-28,POR,H0049
47/105/8519,11,2024-08-23,47/102/2370,11,2024-08-26,CERV,H0067
44/107/2090,48,2024-04-02,45/104/4653,45,2024-04-03,OVI,H0046
19/107/2569,6,2024-11-04,94/102/0130,6,2024-11-06,POR,H0075
43/101/6105,47,2024-10-23,44/115/0281,47,2024-10-24,OVI,H0087
46/102/6489,4,2024-08-27,21/114/5617,4,2024-08-27,BOV,H0045
45/106/0552,1,2024-07-10,19/102/4665,1,2024-07-10,BOV,H0093
47/107/1950,20,2024-12-03,47/101/0376,20,2024-12-06,CERV,H0026
44/115/0281,46,2024-02-06,47/107/1950,44,2024-02-07,POR,H0070
90/102/3072,23,2024-05-11,19/106/0928,23,2024-05-13,CERV,H0095
43/109/2637,11,2024-06-19,43/106/8719,6,2024-06-21,OVI,H0013
18/107/6213,13,2024-06-16,21/115/0282,13,2024-06-16,OVI,H0045
43/102/2744,14,2024-06-30,44/115/0281,14,2024-06-30,POR,H0096
67/102/0737,2,2024-09-11,83/102/4189,2,2024-09-13,CERV,H0044
45/103/2966,7,2024-07-01,46/107/7764,7,2024-07-01,BOV,H0043
62/102/8014,8,2024-03-13,64/102/2944,8,2024-03-14,BOV,H0031
19/104/6041,8,2024-08-26,43/111/5983,8,2024-08-26,BOV,H0091
45/107/0562,12,2024-10-06,14/101/5551,12,2024-10-06,CERV,H0018
47/102/2370,9,2024-11-30,58/104/2683,9,2024-12-01,BOV,H0046
18/108/0556,6,2024-03-02,62/103/5759,6,2024-03-02,BOV,H0021
46/106/8960,10,2024-09-11,43/102/2744,10,2024-09-12,BOV,H0010
14/103/4165,14,2024-02-23,43/109/2637,14,2024-02-23,POR,H0069
47/105/8519,4,2024-08-09,59/104/6331,4,2024-08-11,BOV,H0075
74/101/2457,4,2024-09-29,18/111/8115,4,2024-09-29,BOV,H0066
45/103/2966,9,2024-12-12,59/104/6331,8,2024-12-12,BOV,H0006
18/101/5435,20,2024-05-09,44/107/2090,20,2024-05-09,POR,H0070
18/112/5805,9,2024-08-04,20/103/3608,9,2024-08-04,BOV,H0055
47/108/1420,8,2024-11-19,58/104/2683,8,2024-11-20,BOV,H0024
19/105/6652,31,2024-01-06,47/103/5628,31,2024-01-07,POR,H0086
19/101/6963,4,2024-12-06,44/110/2404,4,2024-12-09,BOV,H0033
21/107/3753,5,2024-01-23,45/111/7641,5,2024-01-26,BOV,H0047
44/105/6859,1,2024-07-21,18/110/8187,1,2024-07-21,BOV,H0009
21/107/3753,4,2024-06-21,21/111/1316,4,2024-06-23,BOV,H0043
47/103/5628,1,2024-03-16,79/104/7356,1,2024-03-17,BOV,H0087
21/109/6724,28,2024-12-20,44/107/2090,28,2024-12-23,CERV,H0017
75/103/0676,2,2024-11-03,74/101/2457,2,2024-11-06,BOV,H0092
59/101/6657,30,2024-08-31,47/101/0376,30,2024-09-03,OVI,H0048
45/104/4653,2,2024-04-19,90/101/0852,2,2024-04-19,BOV,H0069
58/103/4865,3,2024-09-16,82/103/4508,3,2024-09-19,BOV,H0029
45/102/5645,10,2024-06-23,21/111/1316,10,2024-06-26,BOV,H0066
21/112/3914,30,2024-04-24,47/105/8519,30,2024-04-26,OVI,H0015
59/103/9713,2,2024-10-23,47/105/8519,2,2024-10-26,OVI,H0100
44/119/3088,16,2024-02-24,46/105/6171,16,2024-02-26,POR,H0063
47/106/2335,59,2024-10-03,44/114/8427,59,2024-10-05,POR,H0031
68/103/5543,3,2024-05-22,83/103/4451,3,2024-05-24,OVI,H0077
19/105/6652,3,2024-12-11,20/108/0989,3,2024-12-13,BOV,H0033
46/101/1826,9,2024-08-03,18/101/5435,9,2024-08-06,BOV,H0002
46/101/1826,8,2024-06-30,14/103/4165,7,2024-07-01,BOV,H0059
47/103/5628,1,2024-06-26,47/105/8519,1,2024-06-28,BOV,H0088
57/101/7138,49,2024-06-12,57/102/8978,49,2024-06-14,OVI,H0037
68/102/3759,9,2024-12-12,18/103/1134,9,2024-12-15,BOV,H0059
44/104/6336,34,2024-10-27,21/104/7988,34,2024-10-28,CERV,H0083
87/101/0295,52,2024-01-17,70/102/6747,52,2024-01-17,OVI,H0059
47/107/1950,5,2024-11-12,14/102/1127,5,2024-11-14,BOV,H0064
44/101/1013,3,2024-02-24,59/105/3762,3,2024-02-27,BOV,H0047
64/101/7039,1,2024-05-23,75/103/0676,1,2024-05-23,POR,H0003
61/101/7191,27,2024-09-24,58/105/9218,27,2024-09-27,POR,H0033
47/101/0376,5,2024-09-11,72/102/0679,5,2024-09-11,BOV,H0090
44/119/3088,31,2024-01-09,18/112/5805,31,2024-01-09,POR,H0065
18/109/4035,15,2024-06-16,21/104/7988,15,2024-06-19,OVI,H0100
18/102/0498,5,2024-01-15,18/103/1134,5,2024-01-18,BOV,H0032
20/110/8104,43,2024-09-28,21/106/7308,43,2024-10-01,OVI,H0085
75/103/0676,4,2024-11-23,14/102/1127,4,2024-11-23,OVI,H0034
44/106/6022,30,2024-10-31,47/108/1420,30,2024-11-01,CERV,H0034
14/103/4165,19,2024-05-24,44/118/4884,19,2024-05-24,POR,H0014
65/102/1500,9,2024-05-27,43/101/6105,9,2024-05-28,BOV,H0018
18/104/0164,60,2024-07-13,21/101/0374,60,2024-07-15,OVI,H0013
58/106/1499,8,2024-02-11,47/101/0376,8,2024-02-14,BOV,H0008
14/106/1194,8,2024-03-20,43/105/5797,8,2024-03-22,BOV,H0049
44/108/6668,6,2024-03-11,57/101/7138,6,2024-03-13,BOV,H0012
89/101/6280,2,2024-05-12,44/116/3299,2,2024-05-12,BOV,H0082
45/106/0552,59,2024-01-15,46/107/7764,57,2024-01-18,POR,H0002
18/101/5435,7,2024-04-14,21/114/5617,7,2024-04-14,BOV,H0005
43/102/2744,2,2024-05-15,44/105/6859,1,2024-05-16,BOV,H0083
66/102/1243,4,2024-07-06,14/102/1127,4,2024-07-07,BOV,H0072
44/115/0281,7,2024-07-28,20/101/1631,7,2024-07-28,BOV,H0088
43/104/0879,37,2024-06-08,21/112/3914,37,2024-06-10,OVI,H0095
21/111/1316,6,2024-06-17,18/101/5435,6,2024-06-19,OVI,H0027
20/108/0989,57,2024-03-19,20/107/0777,57,2024-03-22,OVI,H0068
44/112/6420,24,2024-02-24,44/108/6668,24,2024-02-26,POR,H0079
47/105/8519,20,2024-04-08,59/103/9713,18,2024-04-09,OVI,H0025
21/103/5444,4,2024-09-18,46/107/7764,4,2024-09-18,BOV,H0089
18/107/6213,60,2024-11-26,18/114/1531,60,2024-11-27,POR,H0066
47/105/8519,8,2024-09-11,58/105/9218,8,2024-09-11,BOV,H0075
68/103/5543,53,2024-04-18,61/103/3057,53,2024-04-20,OVI,H0034
57/104/4358,23,2024-12-26,46/101/1826,23,2024-12-29,CERV,H0064
14/102/1127,5,2024-05-15,21/109/6724,5,2024-05-16,BOV,H0005
21/102/2243,1,2024-01-05,21/115/0282,1,2024-01-08,BOV,H0073
47/105/8519,9,2024-10-06,58/104/2683,9,2024-10-09,POR,H0017
76/103/4943,6,2024-09-11,57/101/7138,6,2024-09-14,BOV,H0076
44/103/2031,36,2024-11-29,18/101/5435,36,2024-12-01,OVI,H0084
18/111/8115,2,2024-05-10,58/105/9218,2,2024-05-10,BOV,H0060
21/108/5832,6,2024-11-04,21/101/0374,6,2024-11-07,BOV,H0006
44/106/6022,10,2024-11-10,44/108/6668,10,2024-11-11,BOV,H0019
57/101/7138,8,2024-07-22,21/103/5444,8,2024-07-23,BOV,H0047
90/102/3072,7,2024-05-31,85/101/3152,7,2024-06-01,OVI,H0016
60/104/2954,14,2024-01-31,64/102/2944,14,2024-02-01,OVI,H0096
70/101/7784,38,2024-12-11,88/103/7882,38,2024-12-13,POR,H0035
43/101/6105,10,2024-05-04,91/102/7168,10,2024-05-07,POR,H0012
44/103/2031,37,2024-05-14,47/102/2370,37,2024-05-16,CERV,H0040
57/102/8978,23,2024-06-30,47/102/2370,23,2024-07-03,OVI,H0094
58/101/0855,8,2024-02-25,47/103/5628,8,2024-02-28,BOV,H0091
82/102/9679,52,2024-02-24,44/112/6420,52,2024-02-25,OVI,H0017
61/103/3057,1,2024-11-03,21/101/0374,1,2024-11-04,BOV,H0051
69/102/7483,2,2024-05-18,14/103/4165,2,2024-05-18,BOV,H0099
63/101/5850,18,2024-07-18,60/102/2702,18,2024-07-20,CERV,H0085
19/104/6041,9,2024-09-15,21/101/0374,9,2024-09-15,BOV,H0016
47/107/1950,9,2024-11-04,72/103/5366,9,2024-11-05,CERV,H0005
18/109/4035,44,2024-10-27,21/111/1316,44,2024-10-29,POR,H0022
47/103/5628,9,2024-08-03,46/106/8960,9,2024-08-06,CERV,H0062
46/102/6489,21,2024-04-21,59/103/9713,21,2024-04-22,POR,H0082
59/105/3762,9,2024-09-23,62/101/3385,9,2024-09-24,OVI,H0078
14/104/3572,12,2024-06-25,21/110/1147,12,2024-06-25,OVI,H0006
21/107/3753,8,2024-03-25,14/101/5551,8,2024-03-25,BOV,H0033
18/110/8187,17,2024-07-16,44/114/8427,12,2024-07-19,POR,H0044
18/111/8115,6,2024-05-07,21/107/3753,2,2024-05-07,BOV,H0004
14/103/4165,10,2024-02-03,43/105/5797,10,2024-02-06,BOV,H0029
44/105/6859,24,2024-11-14,21/114/5617,24,2024-11-15,OVI,H0030
18/102/0498,58,2024-03-07,44/114/8427,58,2024-03-10,OVI,H0025
20/102/8452,5,2024-01-27,69/101/3188,5,2024-01-28,BOV,H0088
69/101/3188,24,2024-12-22,74/103/3523,24,2024-12-22,POR,H0068
45/102/5645,2,2024-01-31,21/108/5832,2,2024-02-03,POR,H0020
18/111/8115,41,2024-03-21,21/102/2243,41,2024-03-21,POR,H0067
47/108/1420,18,2024-05-05,47/104/3940,18,2024-05-07,OVI,H0073
43/101/6105,4,2024-06-16,14/104/3572,4,2024-06-19,BOV,H0045
19/103/4972,10,2024-03-26,18/101/5435,10,2024-03-27,BOV,H0002
58/104/2683,51,2024-01-02,44/116/3299,51,2024-01-04,POR,H0009
20/106/5240,5,2024-04-23,18/101/5435,5,2024-04-23,BOV,H0007
20/103/3608,28,2024-06-27,18/104/0164,28,2024-06-30,POR,H0042
21/114/5617,1,2024-10-21,19/108/4032,1,2024-10-21,POR,H0039
45/103/2966,8,2024-05-07,18/108/0556,8,2024-05-10,BOV,H0053
58/104/2683,9,2024-09-13,47/105/8519,9,2024-09-16,POR,H0044
45/105/3877,19,2024-03-09,19/108/4032,19,2024-03-09,CERV,H0040
47/101/0376,18,2024-06-14,43/106/8719,18,2024-06-14,POR,H0088
47/107/1950,2,2024-07-16,69/102/7483,2,2024-07-18,BOV,H0085
20/106/5240,4,2024-05-26,43/110/7680,4,2024-05-26,BOV,H0055
59/103/9713,57,2024-05-11,21/108/5832,57,2024-05-11,OVI,H0057
58/101/0855,44,2024-08-02,47/105/8519,44,2024-08-04,POR,H0069
43/102/2744,2,2024-01-28,44/112/6420,1,2024-01-31,BOV,H0083
45/105/3877,28,2024-02-16,58/104/2683,28,2024-02-19,POR,H0080
43/108/3423,35,2024-06-11,46/102/6489,35,2024-06-12,POR,H0059
44/104/6336,3,2024-04-18,21/113/2293,3,2024-04-18,BOV,H0056
75/102/1580,10,2024-03-16,74/102/8897,10,2024-03-18,BOV,H0032
58/102/9234,8,2024-01-21,64/102/2944,8,2024-01-24,BOV,H0081
59/104/6331,2,2024-08-16,47/108/1420,2,2024-08-18,BOV,H0051
18/110/8187,10,2024-01-26,57/102/8978,10,2024-01-27,BOV,H0086
77/102/0208,4,2024-03-01,59/102/0681,2,2024-03-02,BOV,H0047
19/105/6652,3,2024-05-07,19/109/2955,4,2024-05-07,BOV,H0004
47/105/8519,9,2024-06-27,47/104/3940,9,2024-06-27,BOV,H0048
19/102/4665,12,2024-07-17,21/116/1063,12,2024-07-20,OVI,H0003
45/104/4653,47,2024-06-19,14/103/4165,47,2024-06-22,POR,H0069
14/105/3675,3,2024-04-15,44/101/1013,3,2024-04-15,POR,H0026
44/101/1013,16,2024-07-26,74/102/8897,16,2024-07-28,OVI,H0084
19/106/0928,21,2024-10-01,44/117/3237,21,2024-10-03,POR,H0079
80/104/9106,56,2024-08-13,43/108/3423,56,2024-08-13,OVI,H0095
43/106/8719,1,2024-05-19,18/108/0556,1,2024-05-22,BOV,H0013
58/102/9234,8,2024-01-27,46/105/6171,8,2024-01-29,BOV,H0094
59/105/3762,43,2024-06-07,57/102/8978,43,2024-06-09,OVI,H0026
44/102/6848,7,2024-12-25,21/101/0374,7,2024-12-28,BOV,H0056
14/106/1194,6,2024-12-28,45/103/2966,6,2024-12-31,BOV,H0039
47/107/1950,6,2024-08-11,44/113/2793,6,2024-08-14,BOV,H0016
59/102/0681,9,2024-06-06,47/101/0376,9,2024-06-06,BOV,H0036
14/102/1127,57,2024-02-02,14/104/3572,57,2024-02-04,POR,H0014
75/103/0676,33,2024-08-02,60/101/5598,33,2024-08-03,POR,H0091
43/107/6335,6,2024-03-10,44/104/6336,6,2024-03-11,POR,H0092
21/101/0374,54,2024-03-22,21/115/0282,54,2024-03-22,OVI,H0041
57/101/7138,8,2024-03-03,59/102/0681,8,2024-03-04,BOV,H0018
76/102/4719,5,2024-06-28,75/102/1580,2,2024-07-01,BOV,H0059
44/108/6668,5,2024-08-25,68/102/3759,5,2024-08-28,BOV,H0050
14/106/1194,9,2024-04-28,20/108/0989,9,2024-04-28,BOV,H0013
14/103/4165,20,2024-11-30,44/119/3088,20,2024-12-03,OVI,H0063
77/102/0208,26,2024-08-09,14/103/4165,22,2024-08-12,CERV,H0052
44/102/6848,9,2024-01-05,80/104/9106,9,2024-01-07,BOV,H0083
19/109/2955,6,2024-04-04,43/109/2637,6,2024-04-04,BOV,H0063
19/107/2569,10,2024-09-10,21/112/3914,10,2024-09-11,BOV,H0076
58/105/9218,3,2024-06-02,47/106/2335,3,2024-06-04,BOV,H0019
43/111/5983,9,2024-01-21,21/115/0282,9,2024-01-24,BOV,H0078
21/112/3914,30,2024-04-28,46/103/9340,30,2024-05-01,OVI,H0088
45/105/3877,8,2024-07-31,18/113/8362,8,2024-08-03,BOV,H0026
47/107/1950,2,2024-01-29,58/101/0855,2,2024-01-30,BOV,H0012
59/104/6331,10,2024-05-02,57/102/8978,10,2024-05-03,BOV,H0003
21/112/3914,9,2024-01-11,64/103/4265,9,2024-01-14,BOV,H0046
43/110/7680,22,2024-06-12,43/111/5983,22,2024-06-14,POR,H0018
86/102/6401,10,2024-06-24,86/103/1051,10,2024-06-24,BOV,H0036
20/108/0989,60,2024-08-20,43/111/5983,60,2024-08-21,POR,H0041
19/109/2955,10,2024-04-12,21/116/1063,10,2024-04-15,BOV,H0092
67/101/6113,7,2024-08-09,20/110/8104,2,2024-08-10,BOV,H0085
69/103/6603,52,2024-12-29,47/103/5628,52,2025-01-01,POR,H0086
14/102/1127,9,2024-12-15,21/116/1063,6,2024-12-18,BOV,H0006
71/104/3751,48,2024-02-26,73/101/2323,48,2024-02-29,POR,H0017
18/101/5435,10,2024-08-28,44/113/2793,10,2024-08-31,BOV,H0091
84/103/4695,9,2024-08-08,44/107/2090,9,2024-08-10,BOV,H0015
45/103/2966,13,2024-10-16,45/106/0552,13,2024-10-16,POR,H0012
45/111/7641,60,2024-09-10,57/104/4358,60,2024-09-10,POR,H0078
58/104/2683,21,2024-12-12,46/104/8944,21,2024-12-13,CERV,H0002
14/101/5551,30,2024-03-06,18/110/8187,30,2024-03-06,CERV,H0100
18/107/6213,1,2024-06-29,82/102/9679,1,2024-07-02,BOV,H0022
58/104/2683,27,2024-03-18,18/105/5476,27,2024-03-18,OVI,H0013
45/104/4653,4,2024-04-30,45/102/5645,4,2024-05-01,BOV,H0087
45/106/0552,19,2024-03-08,46/107/7764,19,2024-03-11,POR,H0017
20/105/9566,6,2024-04-30,21/109/6724,5,2024-04-30,POR,H0083
45/109/5841,10,2024-05-25,18/114/1531,10,2024-05-25,BOV,H0087
45/106/0552,3,2024-09-27,19/104/6041,3,2024-09-29,BOV,H0025
43/108/3423,6,2024-11-03,59/102/0681,6,2024-11-04,BOV,H0095
84/102/7775,55,2024-10-16,18/103/1134,55,2024-10-19,POR,H0004
44/101/1013,5,2024-02-14,21/104/7988,3,2024-02-14,BOV,H0080
44/108/6668,9,2024-12-12,14/102/1127,9,2024-12-14,BOV,H0090
62/103/5759,9,2024-09-07,60/101/5598,9,2024-09-10,CERV,H0081
59/102/0681,6,2024-08-13,47/105/8519,6,2024-08-16,BOV,H0009
44/106/6022,8,2024-06-13,44/107/2090,5,2024-06-15,BOV,H0072
18/108/0556,12,2024-08-07,71/104/3751,8,2024-08-07,CERV,H0044
14/102/1127,10,2024-03-06,68/102/3759,10,2024-03-08,BOV,H0023
44/109/6112,3,2024-01-31,18/111/8115,1,2024-01-31,BOV,H0027
77/101/1830,4,2024-08-11,18/102/0498,4,2024-08-12,BOV,H0061
57/104/4358,40,2024-06-18,58/104/2683,40,2024-06-19,OVI,H0037
14/101/5551,10,2024-03-08,57/103/7768,10,2024-03-08,BOV,H0029
21/102/2243,10,2024-08-14,18/104/0164,10,2024-08-16,BOV,H0077
19/101/6963,24,2024-12-07,45/108/6808,24,2024-12-07,POR,H0037
45/102/5645,27,2024-03-31,47/103/5628,25,2024-03-31,OVI,H0091
43/101/6105,44,2024-02-15,43/111/5983,44,2024-02-15,POR,H0001
65/102/1500,13,2024-04-20,86/104/7004,13,2024-04-23,OVI,H0035
19/106/0928,3,2024-10-15,21/114/5617,3,2024-10-18,BOV,H0076
44/111/0907,1,2024-08-25,19/102/4665,1,2024-08-26,BOV,H0022
69/102/7483,9,2024-03-21,21/104/7988,9,2024-03-24,BOV,H0066
21/110/1147,58,2024-08-16,44/116/3299,58,2024-08-18,POR,H0086
43/108/3423,4,2024-07-09,14/102/1127,4,2024-07-10,BOV,H0006
44/113/2793,58,2024-08-04,19/109/2955,58,2024-08-05,POR,H0082
59/101/6657,28,2024-08-31,73/102/0069,28,2024-09-03,OVI,H0043
45/106/0552,7,2024-03-25,45/105/3877,7,2024-03-27,BOV,H0060
75/103/0676,5,2024-11-22,73/101/2323,5,2024-11-23,BOV,H0029
43/110/7680,7,2024-12-09,14/105/3675,7,2024-12-12,BOV,H0068
46/102/6489,5,2024-07-29,43/106/8719,5,2024-07-30,OVI,H0043
18/108/0556,4,2024-02-04,20/101/1631,4,2024-02-06,BOV,H0014
57/101/7138,10,2024-07-02,43/101/6105,10,2024-07-04,BOV,H0075
